CALL_TYPE,ORIGIN_CALL,ORIGIN_STAND,TAXI_ID,TIMESTAMP,POLYLINE
C,,,20000157,07-02 16,"[[-866 4117]
 [-865 4117]
 [-864 4117]
 [-864 4116]
 [-863 4116]]"
B,,Carcereira,20000621,07-02 17,"[[-863 4117]
 [-864 4117]
 [-863 4117]
 [-863 4118]
 [-862 4118]
 [-861 4119]
 [-860 4119]]"
A,9344.0,,20000481,07-02 17,"[[-860 4117]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-866 4119]]"
A,51122.0,,20000380,07-02 16,"[[-860 4117]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-864 4117]
 [-864 4116]
 [-865 4116]
 [-865 4115]]"
B,,Campanhã,20000159,07-02 16,"[[-858 4115]
 [-857 4115]
 [-858 4116]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-864 4117]
 [-863 4117]
 [-863 4116]
 [-862 4116]]"
B,,Vinte e Quatro de Agosto,20000281,07-02 17,"[[-859 4115]
 [-859 4116]
 [-859 4117]
 [-858 4117]
 [-858 4116]
 [-857 4115]
 [-858 4115]
 [-858 4114]
 [-857 4114]
 [-857 4113]
 [-857 4112]
 [-856 4112]
 [-856 4111]
 [-857 4110]
 [-857 4109]
 [-856 4109]
 [-855 4109]
 [-854 4109]
 [-854 4108]
 [-853 4108]
 [-853 4107]
 [-852 4107]
 [-852 4106]
 [-852 4107]
 [-853 4107]
 [-854 4107]
 [-855 4107]
 [-855 4106]
 [-855 4107]
 [-856 4107]
 [-857 4107]
 [-856 4107]
 [-856 4106]]"
A,10267.0,,20000446,07-02 17,"[[-860 4117]
 [-860 4118]
 [-859 4118]
 [-860 4118]]"
C,,,20000352,07-02 15,"[[-864 4117]
 [-863 4117]
 [-863 4116]
 [-862 4116]
 [-863 4116]
 [-862 4116]
 [-862 4115]
 [-861 4115]
 [-860 4115]
 [-861 4115]
 [-860 4115]
 [-861 4115]
 [-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]
 [-863 4116]
 [-864 4116]
 [-864 4117]]"
C,,,20000163,07-02 16,"[[-860 4117]
 [-861 4117]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-861 4115]
 [-862 4115]
 [-862 4116]
 [-862 4117]
 [-863 4117]
 [-864 4117]
 [-863 4117]
 [-863 4118]
 [-862 4118]
 [-861 4118]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-857 4120]
 [-856 4121]
 [-855 4121]
 [-854 4121]
 [-855 4121]]"
B,,Pereiró,20000184,07-02 16,"[[-865 4118]
 [-864 4118]
 [-864 4117]
 [-863 4117]
 [-863 4118]
 [-862 4118]
 [-861 4118]
 [-860 4118]
 [-859 4118]
 [-859 4117]
 [-858 4117]
 [-858 4118]
 [-858 4119]
 [-857 4119]
 [-859 4117]
 [-859 4118]
 [-857 4118]
 [-856 4119]
 [-855 4119]]"
B,,Batalha,20000199,07-02 17,"[[-860 4115]
 [-859 4115]
 [-859 4116]
 [-859 4117]
 [-859 4115]
 [-858 4115]
 [-859 4115]
 [-858 4115]
 [-859 4115]
 [-858 4115]
 [-859 4115]
 [-858 4115]
 [-859 4115]
 [-858 4115]
 [-859 4115]
 [-858 4115]
 [-857 4115]
 [-856 4115]
 [-856 4114]]"
A,16644.0,,20000101,07-02 16,"[[-866 4115]
 [-865 4116]
 [-864 4116]
 [-864 4117]]"
A,2002.0,,20000256,07-02 02,"[[-867 4115]
 [-867 4116]
 [-868 4116]
 [-868 4117]
 [-868 4118]
 [-869 4119]
 [-867 4116]
 [-869 4119]
 [-869 4120]
 [-869 4119]
 [-870 4119]
 [-869 4119]]"
A,24164.0,,20000480,07-02 16,"[[-867 4116]
 [-866 4116]
 [-863 4116]
 [-866 4116]
 [-866 4117]
 [-865 4117]
 [-866 4117]
 [-865 4117]
 [-866 4116]]"
B,,Campanhã,20000140,07-02 16,"[[-858 4115]
 [-859 4115]
 [-859 4116]
 [-859 4117]
 [-860 4117]
 [-861 4117]
 [-862 4117]
 [-862 4118]]"
C,,,20000570,07-02 17,"[[-858 4118]
 [-859 4117]]"
B,,Carregal,20000608,07-02 17,"[[-861 4115]
 [-862 4115]
 [-861 4115]
 [-860 4115]
 [-859 4115]
 [-859 4116]
 [-859 4117]
 [-858 4117]
 [-858 4118]]"
B,,Campanhã,20000594,07-02 17,"[[-858 4115]
 [-857 4115]
 [-857 4116]
 [-858 4116]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-867 4119]
 [-867 4120]
 [-868 4120]
 [-869 4120]
 [-868 4120]
 [-869 4120]]"
A,12161.0,,20000251,07-02 15,"[[-859 4115]
 [-859 4116]
 [-860 4116]]"
C,,,20000054,07-02 16,"[[-867 4116]
 [-867 4115]
 [-866 4115]
 [-865 4115]
 [-866 4115]]"
A,9147.0,,20000267,07-02 17,"[[-859 4117]
 [-858 4117]
 [-858 4116]
 [-858 4115]]"
A,3911.0,,20000616,07-02 16,"[[-863 4115]
 [-862 4116]]"
B,,Cordoaria,20000633,07-02 17,"[[-861 4115]
 [-862 4115]]"
B,,H. Militar,20000233,07-02 17,"[[-862 4116]
 [-863 4116]
 [-864 4116]
 [-864 4117]
 [-864 4116]
 [-864 4117]]"
A,44735.0,,20000547,07-02 16,"[[-864 4115]
 [-863 4115]
 [-864 4115]
 [-863 4115]
 [-864 4115]
 [-864 4116]
 [-864 4117]
 [-864 4118]
 [-865 4118]]"
B,,São Bento,20000409,07-02 16,"[[-861 4115]
 [-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]
 [-863 4116]
 [-864 4116]
 [-865 4116]]"
A,2001.0,,20000295,07-02 17,"[[-856 4116]
 [-857 4116]
 [-857 4117]
 [-858 4117]
 [-859 4117]]"
B,,Campanhã,20000588,07-02 16,"[[-858 4115]
 [-859 4115]
 [-860 4115]]"
C,,,20000523,07-02 16,"[[-859 4116]
 [-860 4116]
 [-861 4116]]"
A,11251.0,,20000431,07-02 14,"[[-857 4117]
 [-857 4116]
 [-858 4116]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-860 4118]
 [-859 4118]
 [-860 4118]]"
B,,São Bento,20000331,07-02 17,"[[-861 4115]
 [-860 4115]
 [-861 4115]
 [-863 4117]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]]"
C,,,20000360,07-02 16,"[[-861 4115]
 [-860 4115]
 [-859 4115]
 [-858 4115]]"
B,,Campanhã,20000006,07-02 15,"[[-858 4115]
 [-859 4116]
 [-859 4115]
 [-860 4115]
 [-860 4116]
 [-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]
 [-863 4116]]"
B,,Dragão,20000146,07-02 17,"[[-858 4117]
 [-859 4117]]"
B,,Carregal,20000503,07-02 16,"[[-861 4115]
 [-862 4115]
 [-861 4115]
 [-860 4115]
 [-859 4115]
 [-859 4114]
 [-859 4115]
 [-858 4115]
 [-857 4115]
 [-858 4115]
 [-857 4115]
 [-857 4116]
 [-856 4116]
 [-855 4116]
 [-854 4116]
 [-854 4115]
 [-853 4114]
 [-852 4114]
 [-851 4114]
 [-851 4115]
 [-850 4115]]"
C,,,20000604,07-02 16,[[-860 4115]]
A,42059.0,,20000436,07-02 14,"[[-866 4117]
 [-865 4117]
 [-864 4117]
 [-864 4116]
 [-863 4116]
 [-862 4116]]"
B,,São Bento,20000144,07-02 16,"[[-861 4115]
 [-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]]"
B,,Câmara,20000343,07-02 17,"[[-861 4115]
 [-860 4115]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-859 4116]
 [-859 4117]]"
B,,Marquês,20000546,07-02 16,"[[-860 4117]
 [-859 4117]
 [-858 4117]
 [-858 4118]]"
B,,Campanhã,20000386,07-02 17,"[[-858 4115]
 [-857 4115]
 [-857 4116]
 [-858 4116]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-866 4118]
 [-867 4118]
 [-868 4118]]"
C,,,20000657,07-02 11,"[[-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]
 [-862 4117]
 [-863 4117]
 [-864 4117]]"
A,29258.0,,20000524,07-02 15,"[[-865 4116]
 [-865 4117]
 [-864 4117]
 [-863 4116]
 [-862 4116]]"
A,24712.0,,20000349,07-02 16,"[[-864 4116]
 [-865 4116]]"
B,,Viso,20000286,07-02 16,"[[-864 4118]
 [-865 4118]
 [-865 4117]
 [-866 4117]
 [-865 4117]]"
A,2002.0,,20000136,07-02 16,"[[-860 4119]
 [-860 4118]
 [-859 4118]
 [-859 4117]
 [-860 4117]
 [-860 4116]
 [-860 4115]]"
A,9939.0,,20000400,07-02 17,"[[-861 4117]
 [-860 4117]
 [-860 4116]
 [-859 4116]
 [-859 4117]
 [-858 4117]]"
C,,,20000423,07-02 17,"[[-860 4116]
 [-859 4116]
 [-859 4117]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-860 4118]
 [-860 4119]
 [-859 4119]]"
B,,Nove de Abril,20000067,07-02 16,"[[-861 4118]
 [-861 4119]
 [-861 4120]
 [-861 4119]]"
B,,Campismo,20000012,07-02 16,"[[-862 4118]
 [-862 4117]
 [-863 4117]
 [-865 4117]
 [-863 4117]
 [-862 4117]]"
B,,Campanhã,20000589,07-02 16,"[[-858 4115]
 [-857 4115]
 [-858 4115]
 [-857 4115]
 [-857 4116]
 [-858 4116]
 [-858 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]]"
B,,Cordoaria,20000520,07-02 18,"[[-861 4115]
 [-860 4115]]"
B,,Cordoaria,20000367,07-02 17,"[[-861 4115]
 [-862 4115]
 [-862 4116]
 [-863 4116]]"
C,,,20000216,07-02 17,"[[-861 4115]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-862 4116]]"
C,,,20000467,07-02 17,"[[-860 4115]
 [-860 4116]
 [-861 4116]]"
B,,Carregal,20000129,07-02 17,"[[-862 4115]
 [-861 4115]]"
B,,Rotunda,20000089,07-02 16,"[[-863 4116]
 [-862 4116]
 [-862 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
A,30771.0,,20000649,07-02 16,"[[-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Sá Carneiro,20000247,07-02 16,"[[-859 4117]
 [-860 4117]
 [-860 4116]
 [-861 4116]
 [-861 4115]]"
B,,São Bento,20000294,07-02 16,"[[-861 4115]
 [-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]
 [-863 4115]
 [-864 4115]
 [-865 4115]
 [-866 4115]
 [-867 4115]]"
C,,,20000697,07-02 17,"[[-859 4116]
 [-860 4116]
 [-860 4115]
 [-860 4116]]"
B,,Agra,20000572,07-02 16,"[[-860 4118]
 [-861 4118]
 [-862 4118]
 [-862 4117]
 [-863 4117]
 [-863 4116]
 [-862 4116]]"
A,18206.0,,20000431,07-02 18,"[[-861 4119]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-863 4117]
 [-864 4117]]"
A,15427.0,,20000488,07-02 18,"[[-862 4116]
 [-864 4118]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-864 4118]]"
A,29008.0,,20000619,07-02 17,"[[-860 4115]
 [-861 4115]
 [-860 4115]
 [-861 4115]
 [-860 4115]
 [-860 4114]
 [-861 4114]]"
B,,Marechal,20000685,07-02 16,"[[-865 4117]
 [-864 4116]
 [-864 4115]
 [-863 4115]
 [-864 4115]
 [-863 4115]
 [-862 4115]
 [-862 4114]
 [-861 4114]
 [-861 4113]]"
A,2002.0,,20000001,07-02 15,"[[-858 4117]
 [-857 4117]
 [-858 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
A,14045.0,,20000377,07-02 16,"[[-864 4116]
 [-864 4117]
 [-865 4117]
 [-864 4116]
 [-864 4115]
 [-863 4115]
 [-863 4114]
 [-863 4113]
 [-863 4112]
 [-862 4112]
 [-862 4113]
 [-861 4113]
 [-860 4113]]"
B,,Av. Boavista,20000596,07-02 16,"[[-864 4116]
 [-864 4117]
 [-863 4117]
 [-862 4117]
 [-861 4117]
 [-860 4117]
 [-861 4117]
 [-861 4116]
 [-860 4116]]"
B,,Bom Sucesso,20000010,07-02 17,"[[-863 4116]
 [-863 4115]
 [-864 4115]
 [-864 4116]
 [-864 4115]
 [-863 4115]
 [-864 4115]
 [-863 4115]
 [-863 4114]
 [-862 4114]
 [-862 4113]
 [-861 4113]
 [-862 4113]]"
A,2002.0,,20000011,07-02 16,"[[-864 4117]
 [-865 4117]
 [-864 4117]
 [-865 4117]
 [-866 4118]]"
A,5271.0,,20000617,07-02 17,"[[-861 4116]
 [-862 4116]
 [-862 4117]
 [-862 4118]
 [-863 4119]
 [-862 4119]]"
B,,H. Militar,20000009,07-02 16,"[[-862 4116]
 [-863 4116]
 [-862 4116]
 [-863 4116]
 [-864 4116]
 [-865 4116]
 [-866 4116]
 [-867 4116]]"
B,,São Bento,20000285,07-02 16,"[[-861 4115]
 [-860 4115]
 [-861 4115]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-861 4117]
 [-861 4118]]"
C,,,20000137,07-02 16,"[[-866 4116]
 [-865 4117]
 [-864 4117]
 [-864 4116]
 [-864 4117]
 [-863 4117]
 [-863 4118]
 [-862 4118]
 [-862 4119]
 [-861 4119]
 [-860 4119]]"
C,,,20000017,07-02 17,"[[-858 4116]
 [-859 4116]
 [-859 4115]
 [-860 4115]
 [-860 4116]
 [-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]]"
B,,Galiza,20000687,07-02 16,"[[-862 4116]
 [-863 4116]
 [-864 4116]
 [-864 4117]
 [-863 4118]
 [-862 4118]
 [-861 4118]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-857 4120]
 [-856 4120]
 [-856 4121]
 [-855 4121]
 [-854 4121]
 [-853 4121]
 [-852 4121]
 [-851 4120]
 [-850 4120]
 [-849 4120]]"
B,,Cordoaria,20000681,07-02 17,[[-861 4115]]
B,,Clérigos,20000057,07-02 17,"[[-861 4115]
 [-862 4115]
 [-862 4116]
 [-863 4116]
 [-864 4116]
 [-864 4115]
 [-864 4116]
 [-863 4116]
 [-862 4116]
 [-862 4115]
 [-861 4115]]"
C,,,20000426,07-02 15,"[[-859 4116]
 [-859 4115]
 [-860 4115]
 [-860 4116]
 [-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]
 [-863 4116]
 [-864 4116]
 [-863 4116]
 [-862 4116]
 [-862 4115]
 [-861 4115]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-860 4116]]"
B,,Lago,20000675,07-02 16,"[[-864 4117]
 [-865 4117]
 [-866 4117]
 [-866 4116]
 [-867 4116]
 [-868 4116]]"
A,7399.0,,20000476,07-02 16,"[[-858 4115]
 [-857 4115]
 [-858 4115]
 [-857 4115]
 [-857 4116]
 [-858 4116]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000095,07-02 17,"[[-860 4117]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-861 4115]
 [-862 4115]]"
C,,,20000901,07-02 16,"[[-859 4118]
 [-859 4119]
 [-860 4119]
 [-860 4118]
 [-861 4118]]"
C,,,20000050,07-02 17,"[[-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-857 4120]
 [-856 4120]
 [-856 4121]
 [-855 4121]
 [-854 4121]
 [-855 4121]
 [-854 4121]
 [-855 4121]
 [-856 4121]
 [-856 4120]
 [-857 4120]
 [-858 4120]
 [-859 4120]
 [-859 4119]
 [-859 4118]
 [-859 4117]
 [-858 4117]
 [-858 4118]
 [-859 4118]
 [-858 4118]
 [-859 4117]
 [-860 4117]
 [-861 4117]
 [-861 4116]
 [-858 4117]
 [-861 4116]
 [-862 4116]
 [-862 4115]
 [-861 4115]]"
B,,Vinte e Quatro de Agosto,20000303,07-02 16,"[[-859 4115]
 [-859 4116]
 [-859 4117]
 [-858 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-866 4119]
 [-867 4119]
 [-867 4120]
 [-868 4120]
 [-868 4121]]"
A,36585.0,,20000388,07-02 17,"[[-865 4116]
 [-864 4116]
 [-863 4116]
 [-862 4116]
 [-861 4116]]"
C,,,20000516,07-02 16,"[[-863 4115]
 [-864 4115]
 [-865 4115]
 [-865 4116]
 [-866 4116]
 [-865 4116]]"
B,,Bom Sucesso,20000190,07-02 17,"[[-863 4116]
 [-862 4116]
 [-862 4115]
 [-861 4115]
 [-860 4115]]"
A,18237.0,,20000123,07-02 17,"[[-862 4118]
 [-863 4118]
 [-862 4118]
 [-862 4117]
 [-861 4117]
 [-861 4116]
 [-861 4115]]"
B,,Francos,20000392,07-02 17,"[[-863 4118]
 [-863 4117]
 [-864 4117]
 [-863 4117]
 [-863 4118]
 [-862 4118]
 [-862 4119]
 [-862 4120]
 [-862 4121]
 [-862 4122]
 [-862 4123]
 [-861 4123]]"
A,2002.0,,20000634,07-02 17,"[[-862 4116]
 [-862 4117]
 [-862 4118]
 [-862 4119]
 [-863 4119]]"
B,,Casa da Musica,20000671,07-02 16,"[[-862 4117]
 [-863 4117]
 [-864 4117]]"
B,,Sá Carneiro,20000271,07-02 16,"[[-859 4117]
 [-860 4117]
 [-860 4116]
 [-861 4116]
 [-860 4116]]"
C,,,20000161,07-02 17,"[[-860 4119]
 [-859 4119]
 [-859 4118]
 [-860 4118]
 [-859 4118]
 [-859 4117]
 [-860 4117]
 [-860 4116]
 [-860 4115]
 [-861 4115]]"
B,,Sá Carneiro,20000296,07-02 16,"[[-859 4117]
 [-859 4116]
 [-859 4115]
 [-860 4115]
 [-860 4114]
 [-860 4113]]"
C,,,20000239,07-02 16,"[[-864 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4120]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Bom Sucesso,20000326,07-02 17,"[[-863 4116]
 [-862 4116]]"
B,,São Bento,20000345,07-02 17,"[[-861 4115]
 [-860 4115]
 [-861 4115]
 [-862 4115]]"
B,,Infante,20000044,07-02 17,"[[-861 4115]
 [-862 4115]
 [-863 4115]
 [-862 4116]
 [-863 4116]
 [-863 4115]
 [-864 4115]
 [-864 4116]
 [-864 4115]
 [-863 4115]
 [-864 4115]
 [-863 4115]]"
B,,Lordelo,20000207,07-02 17,"[[-864 4116]
 [-865 4116]
 [-864 4116]
 [-864 4117]
 [-863 4118]
 [-862 4118]
 [-862 4117]
 [-862 4118]]"
B,,São Roque,20000408,07-02 17,"[[-856 4117]
 [-857 4117]
 [-856 4118]
 [-857 4118]
 [-857 4119]
 [-858 4119]
 [-858 4120]
 [-857 4120]
 [-857 4121]]"
B,,Carregal,20000100,07-02 17,"[[-861 4115]
 [-862 4115]
 [-861 4115]]"
B,,São Bento,20000579,07-02 16,"[[-861 4115]
 [-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]]"
A,12444.0,,20000410,07-02 16,"[[-858 4118]
 [-858 4119]
 [-858 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-857 4120]
 [-856 4120]
 [-856 4121]
 [-855 4121]
 [-854 4121]
 [-853 4121]
 [-852 4121]
 [-851 4120]
 [-850 4120]
 [-849 4120]
 [-848 4120]
 [-847 4119]
 [-846 4119]
 [-845 4119]
 [-844 4119]
 [-844 4118]
 [-843 4118]
 [-842 4118]
 [-841 4118]
 [-840 4117]
 [-839 4117]
 [-838 4117]
 [-838 4118]
 [-837 4118]
 [-837 4119]
 [-836 4119]
 [-835 4120]
 [-834 4120]
 [-833 4120]
 [-832 4120]
 [-831 4121]
 [-830 4121]
 [-829 4121]
 [-828 4121]
 [-828 4122]
 [-828 4121]
 [-829 4121]
 [-829 4120]
 [-830 4120]
 [-830 4119]
 [-830 4120]
 [-829 4120]
 [-828 4120]
 [-828 4121]
 [-827 4121]
 [-827 4122]
 [-826 4123]
 [-825 4123]]"
B,,H. Militar,20000109,07-02 17,"[[-862 4116]
 [-861 4116]]"
B,,Marechal,20000280,07-02 16,"[[-865 4117]
 [-864 4117]
 [-864 4116]
 [-864 4117]
 [-863 4117]
 [-863 4118]
 [-862 4118]
 [-861 4118]
 [-860 4118]
 [-859 4118]
 [-860 4118]
 [-859 4118]
 [-860 4118]]"
B,,São Bento,20000192,07-02 17,"[[-861 4115]
 [-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]]"
B,,Bom Sucesso,20000039,07-02 16,"[[-863 4116]
 [-864 4116]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4120]
 [-865 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Nove de Abril,20000156,07-02 17,"[[-861 4118]
 [-862 4118]
 [-863 4118]
 [-863 4117]
 [-864 4117]]"
B,,Cordoaria,20000022,07-02 17,"[[-861 4115]
 [-860 4115]
 [-859 4115]
 [-858 4115]]"
C,,,20000600,07-02 17,"[[-861 4115]
 [-862 4115]
 [-862 4116]
 [-861 4116]
 [-861 4117]]"
A,63694.0,,20000514,07-02 17,"[[-864 4115]
 [-863 4115]
 [-863 4116]
 [-862 4116]
 [-862 4115]]"
B,,São Bento,20000076,07-02 16,"[[-861 4115]
 [-860 4115]
 [-862 4117]
 [-860 4115]
 [-860 4114]
 [-859 4114]
 [-859 4113]
 [-860 4113]
 [-860 4112]
 [-860 4111]
 [-859 4111]
 [-859 4110]
 [-858 4110]
 [-858 4109]
 [-858 4108]
 [-857 4108]
 [-858 4108]
 [-858 4107]
 [-857 4107]
 [-857 4106]
 [-857 4105]
 [-856 4105]
 [-855 4104]
 [-855 4103]
 [-855 4102]
 [-855 4101]
 [-854 4101]
 [-854 4100]
 [-853 4100]
 [-853 4099]]"
B,,Vinte e Quatro de Agosto,20000586,07-02 17,"[[-859 4115]
 [-860 4115]
 [-860 4116]
 [-860 4115]
 [-860 4116]]"
B,,Campanhã,20000230,07-02 16,"[[-858 4115]
 [-857 4115]
 [-857 4116]
 [-858 4116]
 [-858 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-867 4119]
 [-867 4120]
 [-868 4120]
 [-868 4121]
 [-869 4121]
 [-869 4122]
 [-869 4123]
 [-869 4124]
 [-869 4125]
 [-869 4126]
 [-870 4126]
 [-870 4127]
 [-870 4128]
 [-869 4128]
 [-869 4129]
 [-870 4129]
 [-870 4130]
 [-870 4131]
 [-869 4131]
 [-870 4131]]"
C,,,20000142,07-02 17,"[[-862 4117]
 [-862 4116]
 [-862 4115]
 [-861 4115]]"
A,44755.0,,20000450,07-02 17,"[[-860 4115]
 [-859 4115]
 [-860 4115]
 [-860 4116]
 [-860 4115]
 [-860 4116]
 [-860 4115]]"
C,,,20000598,07-02 16,"[[-859 4119]
 [-860 4119]
 [-861 4119]
 [-860 4119]
 [-860 4118]
 [-859 4118]
 [-859 4117]
 [-858 4117]
 [-858 4116]
 [-857 4116]
 [-858 4115]
 [-858 4114]
 [-859 4114]
 [-859 4113]
 [-860 4113]]"
A,52336.0,,20000665,07-02 16,"[[-861 4117]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-860 4119]]"
A,58191.0,,20000499,07-02 17,"[[-858 4118]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]]"
A,44172.0,,20000308,07-02 16,"[[-861 4115]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4120]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Carregal,20000246,07-02 17,"[[-861 4115]
 [-862 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]
 [-862 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-864 4117]
 [-865 4117]
 [-865 4118]
 [-861 4116]
 [-865 4118]]"
B,,D. João I,20000113,07-02 17,"[[-860 4115]
 [-860 4116]
 [-861 4116]]"
B,,Sá Carneiro,20000605,07-02 17,"[[-859 4117]
 [-860 4117]
 [-861 4117]
 [-860 4117]
 [-861 4117]]"
B,,Nove de Abril,20000601,07-02 17,"[[-861 4118]
 [-862 4118]
 [-863 4118]
 [-864 4117]
 [-863 4117]
 [-863 4116]
 [-862 4116]]"
C,,,20000008,07-02 07,"[[-868 4120]
 [-867 4120]
 [-867 4119]
 [-866 4119]
 [-865 4118]
 [-864 4118]
 [-864 4117]
 [-863 4118]
 [-862 4118]
 [-861 4118]
 [-860 4118]
 [-859 4118]
 [-859 4117]
 [-858 4117]
 [-858 4118]]"
B,,Bolhão,20000066,07-02 17,"[[-860 4116]
 [-860 4117]]"
A,2002.0,,20000384,07-02 16,"[[-857 4115]
 [-858 4115]
 [-859 4115]
 [-860 4115]
 [-861 4115]
 [-860 4115]]"
B,,Campanhã,20000588,07-02 18,"[[-858 4115]
 [-859 4116]
 [-858 4116]
 [-857 4116]
 [-857 4117]]"
B,,H. Magalhães Lemos,20000089,07-02 18,[[-866 4118]]
B,,Câmara,20000518,07-02 17,"[[-861 4115]
 [-861 4116]
 [-860 4116]
 [-860 4117]]"
B,,Santa Maria,20000446,07-02 18,[[-860 4117]]
