CLUSTER_ID,COORDINATES
1542,[ -8.467839  41.271282]
1543,[ -8.576595   41.2922115]
1544,[ -8.5469445  40.6897785]
1545,[ -8.6333805  41.3072505]
1546,[ -8.7812235  39.6925425]
1547,[ -8.487252   40.8817035]
1548,[ -8.4494655  41.512644 ]
1549,[ -8.733897   41.6818845]
1550,[ -8.7230295  41.4486225]
1551,[ -8.417295  41.846472]
1552,[ -8.3685735  41.237181 ]
1553,[ -8.545158  41.410089]
1554,[ -8.501877   41.3670285]
1555,[ -8.5833945  41.2807815]
1556,[ -8.4351285  41.0548095]
1557,[ -8.3749005  40.936149 ]
1558,[ -8.5929615  41.364009 ]
1559,[ -8.5591485  40.6736145]
1560,[ -8.376723   41.1804855]
1561,[ -8.2483785  41.285205 ]
1562,[ -8.3432565  41.4483525]
1563,[ -7.89948   41.479344]
1564,[ -8.4586545  41.3739585]
1565,[ -8.290062   41.1670215]
1566,[ -8.571519   40.9219335]
1567,[ -8.4005505  41.5680705]
1568,[ -8.4585105  41.275773 ]
1569,[ -8.58222    41.5492605]
1570,[ -8.368596  41.265378]
1571,[ -8.377758   41.3632395]
1572,[ -8.564949   40.9160835]
1573,[ -8.363826  41.187996]
1574,[ -8.51103    41.0878575]
1575,[ -8.619129   40.9585905]
1576,[ -8.307009  41.375115]
1577,[ -7.737624  40.351095]
1578,[ -8.7164685  41.359455 ]
1579,[ -8.5601745  40.5546795]
1580,[ -8.4138975  40.84272  ]
1581,[ -8.2540485  41.2847595]
1582,[ -8.4138885  40.882455 ]
1583,[ -8.3456235  41.033286 ]
1584,[ -8.6012145  40.9274235]
1585,[ -8.641719   40.6398375]
1586,[ -8.341254  41.163759]
1587,[ -8.573805  40.956453]
1588,[ -8.453196  41.233005]
1589,[ -8.591247   41.0459805]
1590,[ -8.4870315  40.7536515]
1591,[ -8.3880045  41.5599975]
1592,[ -8.648739  40.941729]
1593,[ -8.715078  41.434605]
1594,[ -8.4179295  41.42817  ]
1595,[ -8.281899  41.198337]
1596,[ -8.608536  41.289984]
1597,[ -8.5414815  41.0553135]
1598,[ -8.4238695  41.174181 ]
1599,[ -8.6209245  40.9648725]
1600,[ -8.480169   41.1901515]
1601,[ -8.4607515  41.4019575]
1602,[ -8.6834565  41.399946 ]
1603,[ -8.423595  41.217543]
1604,[ -8.4326085  41.6035395]
1605,[ -8.608086  40.955688]
1606,[ -8.291772  41.265099]
1607,[ -7.9569495  41.445783 ]
1608,[ -8.481897  41.47929 ]
1609,[ -8.635086  40.875444]
1610,[ -8.7755805  41.410674 ]
1611,[ -8.616672   40.6479375]
1612,[ -8.4043665  41.378814 ]
1613,[ -8.7322635  41.3628435]
1614,[ -8.3859075  41.270058 ]
1615,[ -8.428698   41.2616835]
1616,[ -8.172486  40.731867]
1617,[ -8.566443   41.4162225]
1618,[ -7.57431    41.6416455]
1619,[ -8.4719385  40.6760805]
1620,[ -8.270046   41.0805945]
1621,[ -8.6466645  42.0159825]
1622,[ -8.5941315  41.0093505]
1623,[ -8.4282885  40.886091 ]
1624,[ -9.3784455  38.8607085]
1625,[ -8.268696   41.0554575]
1626,[ -8.530857   40.9744125]
1627,[ -8.584308  41.010381]
1628,[ -8.3778435  41.2891785]
1629,[ -8.4452895  41.356845 ]
1630,[ -8.6465025  41.336577 ]
1631,[ -8.558946  40.949865]
1632,[ -8.24427   41.136111]
1633,[ -8.655336   40.9409955]
1634,[ -8.3532465  41.256801 ]
1635,[ -8.480691  41.415552]
1636,[ -8.45964   41.385843]
1637,[ -7.644618  41.499207]
1638,[ -8.2345365  41.228109 ]
1639,[ -8.26371  41.10633]
1640,[ -8.38188   41.566896]
1641,[ -8.5275855  41.389407 ]
1642,[ -8.7316785  41.3572005]
1643,[ -8.5797495  40.9509405]
1644,[ -8.4968055  41.3593695]
1645,[ -8.3361735  41.1706845]
1646,[ -8.3704365  41.6400885]
1647,[ -8.461719  40.881834]
1648,[ -8.364294  40.377042]
1649,[ -8.7497055  40.6118745]
1650,[ -8.4133845  41.3503335]
1651,[ -8.4211245  41.2321455]
1652,[ -8.301285   41.2825005]
1653,[ -8.428761   41.8592385]
1654,[ -8.430561   41.2507755]
1655,[ -8.8378695  41.693157 ]
1656,[ -8.3342925  41.1980985]
1657,[ -8.617275  41.337   ]
1658,[ -8.670258  41.32287 ]
1659,[ -9.072342  39.596463]
1660,[ -8.7438825  41.9399955]
1661,[ -8.3643525  41.353362 ]
1662,[ -8.079192   41.0915835]
1663,[ -8.860266  41.812299]
1664,[ -8.5682835  41.5483425]
1665,[ -8.4247785  41.3698095]
1666,[ -8.749521  41.460354]
1667,[ -8.465742  41.379885]
1668,[ -7.817139  41.098068]
1669,[ -8.474031  40.837518]
1670,[ -7.883712  40.990716]
1671,[ -8.322948   41.1743385]
1672,[ -8.5664385  41.3617545]
1673,[ -8.355141   41.1141375]
1674,[ -8.629299  40.643154]
1675,[ -8.455932   41.3968005]
1676,[ -8.647758   40.6276155]
1677,[ -8.6451975  40.638303 ]
1678,[ -7.916598  40.68576 ]
1679,[ -8.320914  41.220342]
1680,[ -8.501184   41.0781825]
1681,[ -9.0574695  39.60558  ]
1682,[ -8.41599    41.2224255]
1683,[ -8.3907495  41.069196 ]
1684,[ -8.6067855  40.9999275]
1685,[ -7.9124355  38.569239 ]
1686,[ -8.3984445  41.268114 ]
1687,[ -8.387145   41.3739675]
1688,[ -8.45793    41.1985125]
1689,[ -8.42751    40.2114825]
1690,[ -8.522892   41.3992755]
1691,[ -8.419185   41.2362405]
1692,[ -8.1742005  41.309325 ]
1693,[ -8.588205  41.285664]
1694,[ -8.294256  41.294052]
1695,[ -8.088138   41.2736355]
1696,[ -8.4884805  41.037003 ]
1697,[ -8.3809665  41.554476 ]
1698,[ -8.576622   41.0881905]
1699,[ -8.4192435  41.22207  ]
1700,[ -8.1430155  41.1950295]
1701,[ -8.360181  41.625576]
1702,[ -8.702928   41.3804385]
1703,[ -8.6496435  41.2853715]
1704,[ -8.6053815  41.524659 ]
1705,[ -8.0974755  41.2677315]
1706,[ -6.7759425  41.7859065]
1707,[ -8.29863    41.1644745]
1708,[ -8.5452165  41.4550665]
1709,[ -8.3124    41.326416]
1710,[ -8.585037   40.3468605]
1711,[ -8.3199285  41.381091 ]
1712,[ -8.7863895  40.436325 ]
1713,[ -8.5344435  41.0789115]
1714,[ -8.544267  41.110389]
1715,[ -8.315838   41.0618745]
1716,[ -8.3527425  41.3228475]
1717,[ -7.717959   41.1117345]
1718,[ -8.487324   41.3605125]
1719,[ -8.6217165  41.0331735]
1720,[ -7.830351  41.063328]
1721,[ -8.4833145  41.339358 ]
1722,[ -8.487909   41.0732235]
1723,[ -7.762023  41.150952]
1724,[ -8.468127   41.5069515]
1725,[ -8.4331935  40.2046605]
1726,[ -8.3204235  41.168403 ]
1727,[ -8.4487365  41.5269045]
1728,[ -8.4656295  41.479479 ]
1729,[ -8.644176  40.756284]
1730,[ -8.4249855  41.6114145]
1731,[ -8.4354975  41.1675615]
1732,[ -7.6723155  41.688648 ]
1733,[ -7.8438195  41.156667 ]
1734,[ -8.611209   40.9793355]
1735,[ -8.6059755  40.9528575]
1736,[ -8.62281   41.038524]
1737,[ -8.416683  40.874787]
1738,[ -8.4501585  41.226651 ]
1739,[ -8.1422505  40.3902135]
1740,[ -8.230842  41.300694]
1741,[ -8.610282   41.0033745]
1742,[ -8.5205115  40.920336 ]
1743,[ -7.9060365  41.508621 ]
1744,[ -8.4069405  41.2479945]
1745,[ -8.5610295  41.35725  ]
1746,[ -8.322471  40.098321]
1747,[ -8.465319  40.818555]
1748,[ -8.378676  41.353452]
1749,[ -7.973541  41.486976]
1750,[ -8.263557  41.202423]
1751,[ -8.497116  40.12191 ]
1752,[ -8.456895  40.64904 ]
1753,[ -8.493642  42.075324]
1754,[ -9.310185  38.699064]
1755,[ -8.537823  40.610988]
1756,[ -8.838405  40.2309  ]
1757,[ -8.551701  41.35653 ]
1758,[ -8.376534  40.754448]
1759,[ -8.7408    41.451417]
1760,[ -8.50158   41.344659]
1761,[ -8.548533  40.982796]
1762,[ -8.473833  42.079707]
1763,[ -7.789707  41.706846]
1764,[ -8.281899  41.255397]
1765,[ -8.539686  40.932477]
1766,[ -8.030349  40.631913]
1767,[ -8.86959   41.822325]
1768,[ -8.861859  41.84937 ]
1769,[ -8.370279  40.703652]
1770,[ -8.573472  41.256054]
1771,[ -8.191242  41.442831]
1772,[ -8.526663  40.330593]
1773,[ -8.642736  40.652568]
1774,[ -8.222679  41.259816]
1775,[ -7.777836  41.275521]
1776,[ -8.308143  41.129523]
1777,[ -8.533557  40.891212]
1778,[ -8.822502  41.648139]
1779,[ -8.617257  41.305383]
1780,[ -8.707545  40.628052]
1781,[ -8.771886  39.219939]
1782,[ -8.859717  41.817717]
1783,[ -7.190037  41.556141]
1784,[ -8.602155  41.744664]
1785,[ -8.638344  40.537332]
1786,[ -8.482752  41.04504 ]
1787,[ -8.433756  41.632722]
1788,[ -8.467911  41.252913]
1789,[-13.030866  39.502269]
1790,[ -8.679384  41.258088]
1791,[ -8.387676  40.837626]
1792,[ -8.101242  41.29236 ]
1793,[ -8.007327  41.106636]
1794,[ -8.115408  41.369418]
1795,[ -8.503263  41.394474]
1796,[ -8.4078    41.624748]
1797,[ -8.390277  41.181435]
1798,[ -8.852148  41.801148]
1799,[ -7.781004  40.624821]
1800,[ -8.213769  41.348979]
1801,[ -7.929936  40.690989]
1802,[ -8.501553  41.125761]
1803,[ -8.256816  41.302917]
1804,[ -8.348103  41.328297]
1805,[ -8.493327  41.099796]
1806,[ -8.101485  41.273046]
1807,[ -8.47449   40.901382]
1808,[ -8.246493  40.109265]
1809,[ -8.275698  41.602842]
1810,[ -8.195841  41.293098]
1811,[ -8.618769  41.550012]
1812,[ -8.519751  40.646718]
1813,[ -7.851627  41.559048]
1814,[ -8.199927  41.20569 ]
1815,[ -8.387892  41.287401]
1816,[ -8.425593  41.485077]
1817,[ -8.410725  41.387382]
1818,[ -8.781705  41.431986]
1819,[ -8.091711  41.264775]
1820,[ -7.623783  41.581548]
1821,[ -8.427564  40.826394]
1822,[ -8.429706  41.829156]
1823,[ -8.49267   42.024627]
1824,[ -8.731476  41.610132]
1825,[ -8.647263  39.786057]
1826,[ -8.296353  41.11371 ]
1827,[ -8.601993  40.979799]
1828,[ -8.271468  41.26851 ]
1829,[ -8.075034  40.653225]
1830,[ -8.75304   41.483142]
1831,[ -8.143119  41.316219]
1832,[ -8.271081  41.130189]
1833,[ -8.7408    41.609817]
1834,[ -7.893792  41.106438]
1835,[ -9.10152   38.788938]
1836,[ -7.600464  40.779522]
1837,[ -8.739801  41.37894 ]
1838,[ -8.523081  41.438349]
1839,[ -7.456527  41.759667]
1840,[ -8.190837  41.183073]
1841,[ -8.279496  41.281119]
1842,[ -8.503983  40.43169 ]
1843,[ -7.599429  41.546421]
1844,[ -8.426322  40.918581]
1845,[ -8.392365  41.138028]
1846,[ -8.466921  41.492331]
1847,[ -8.657838  41.976387]
1848,[ -8.452836  40.324671]
1849,[ -8.651493  40.74804 ]
1850,[ -8.279523  41.378256]
1851,[ -8.420229  40.995657]
1852,[ -8.848224  41.702517]
1853,[ -8.381313  41.24817 ]
1854,[ -7.360398  40.344048]
1855,[ -8.785359  41.585517]
1856,[ -8.605602  41.012433]
1857,[ -8.346024  41.235993]
1858,[ -7.243065  40.544361]
1859,[ -8.35074   41.232942]
1860,[ -8.504748  41.24205 ]
1861,[ -8.507016  41.350527]
1862,[ -8.217414  41.457609]
1863,[ -8.443233  41.530302]
1864,[ -8.394291  41.171886]
1865,[ -8.775054  41.659812]
1866,[ -8.5743    40.575312]
1867,[ -8.49546  41.25249]
1868,[ -8.286894  41.291613]
1869,[ -6.324408  41.54022 ]
1870,[ -8.595702  41.565969]
1871,[ -8.702226  40.586868]
1872,[ -8.421462  41.028588]
1873,[ -7.875252  40.706757]
1874,[ -8.615979  40.887153]
1875,[ -8.467632  41.358672]
1876,[ -8.391825  41.214807]
1877,[ -8.508024  40.995126]
1878,[ -8.446437  41.23521 ]
1879,[ -8.426619  41.039865]
1880,[ -8.159337  41.336055]
1881,[ -8.445852  41.125473]
1882,[ -7.803594  41.171175]
1883,[ -8.679132  41.310477]
1884,[ -8.852985  41.721345]
1885,[ -8.593686  41.341716]
1886,[ -8.539722  40.789233]
1887,[ -8.844561  41.803722]
1888,[ -8.179875  41.304492]
1889,[ -8.749764  40.599648]
1890,[ -8.379378  41.417415]
1891,[ -8.512677  40.9077  ]
1892,[ -8.346672  40.756014]
1893,[ -8.399718  41.112333]
1894,[ -7.477866  41.750874]
1895,[ -8.466399  41.06205 ]
1896,[ -8.672211  41.329413]
1897,[ -8.521965  41.004729]
1898,[ -8.124813  41.232933]
1899,[ -8.154378  41.478948]
1900,[ -8.461692  41.451201]
1901,[ -7.230573  41.58567 ]
1902,[ -8.328627  41.290803]
1903,[ -8.703396  39.540222]
1904,[ -8.649792  41.293575]
1905,[ -8.545176  40.613202]
1906,[ -8.347257  41.134041]
1907,[ -8.426007  41.224716]
1908,[ -8.432874  41.562783]
1909,[ -8.543457  40.772205]
1910,[ -8.303355  41.070321]
1911,[ -7.725888  40.8528  ]
1912,[ -8.306703  41.367753]
1913,[ -8.096445  41.114691]
1914,[ -8.372349  40.855986]
1915,[ -8.401518  41.626026]
1916,[ -8.488404  40.862772]
1917,[ -8.447229  41.256468]
1918,[ -7.793496  41.183937]
1919,[ -9.072576  39.601791]
1920,[ -8.431713  41.356881]
1921,[ -8.635707  41.584077]
1922,[ -8.332164  41.629851]
1923,[ -8.692551  41.6097  ]
1924,[ -8.438562  41.316111]
1925,[ -8.402868  41.250492]
1926,[ -8.154306  41.193045]
1927,[ -8.31888   41.070249]
1928,[ -8.294436  41.262363]
1929,[ -8.518014  41.445135]
1930,[ -8.477766  41.265351]
1931,[ -7.785063  41.532498]
1932,[ -8.409321  41.394213]
1933,[ -8.390394  40.208121]
1934,[ -7.981875  41.525667]
1935,[ -6.732513  41.566122]
1936,[ -8.277453  41.093379]
1937,[ -8.378802  41.271435]
1938,[ -8.475858  40.425057]
1939,[ -8.536374  41.102892]
1940,[ -8.650953  39.551877]
1941,[ -8.486766  41.30289 ]
1942,[ -8.60247   40.886451]
1943,[ -9.528066  44.351622]
1944,[ -9.171297  38.702529]
1945,[ -6.697287  41.802975]
1946,[ -7.525665  41.713704]
1947,[ -8.783127  41.565294]
1948,[ -8.43129   40.838445]
1949,[ -8.246331  41.381055]
1950,[ -8.534313  40.625568]
1951,[ -8.811387  41.625099]
1952,[ -7.956342  41.524659]
1953,[ -8.332632  41.327523]
1954,[ -8.62794   42.083739]
1955,[ -8.527446  40.93227 ]
1956,[ -8.297568  41.530914]
1957,[ -8.799714  39.912093]
1958,[ -8.438715  41.236353]
1959,[ -8.666631  39.939822]
1960,[ -8.555193  41.588694]
1961,[ -8.760177  40.544037]
1962,[ -8.388009  41.405742]
1963,[ -7.862355  40.488579]
1964,[ -7.424145  41.893893]
1965,[ -8.615394  41.318181]
1966,[ -8.457894  41.002155]
1967,[ -8.693379  41.408649]
1968,[ -7.959654  41.105133]
1969,[ -8.449074  41.044851]
1970,[ -8.604306  41.545755]
1971,[ -8.457093  41.093802]
1972,[ -8.629479  41.307939]
1973,[ -7.775262  41.018796]
1974,[ -8.731215  41.518737]
1975,[ -8.485425  40.953744]
1976,[ -8.575506  40.760586]
1977,[ -8.272764  41.189076]
1978,[ -8.65431   40.616604]
1979,[ -7.895448  41.718069]
1980,[ -9.095778  38.769039]
1981,[ -7.8876    41.161527]
1982,[ -8.532252  41.02812 ]
1983,[ -8.456499  40.424787]
1984,[ -8.720505  41.362614]
1985,[ -7.419087  41.390712]
1986,[ -8.526105  40.989249]
1987,[ -8.453061  40.867272]
1988,[ -8.310915  41.464323]
1989,[ -8.247933  40.928895]
1990,[ -7.897149  40.671351]
1991,[ -8.270829  41.219694]
1992,[ -8.210223  41.313186]
1993,[ -7.081488  41.534856]
1994,[ -8.415675  41.356368]
1995,[ -8.691489  41.632875]
1996,[ -8.328195  41.048973]
1997,[ -8.310852  41.287608]
1998,[ -8.398845  40.195107]
1999,[ -8.714205  40.440609]
2000,[ -7.980435  41.105016]
2001,[ -8.766639  41.618187]
2002,[ -8.501193  41.402961]
2003,[ -7.976079  40.352976]
2004,[ -8.630838  40.607253]
2005,[ -8.406459  40.943142]
2006,[ -8.469927  41.023719]
2007,[ -8.338338  41.553306]
2008,[ -9.238293  38.80098 ]
2009,[ -8.490897  41.465196]
2010,[ -7.55793   41.764842]
2011,[ -8.625483  41.404635]
2012,[ -8.481717  40.985469]
2013,[ -8.391384  41.247306]
2014,[ -8.560998  41.269005]
2015,[ -8.550612  40.798548]
2016,[ -8.591247  41.021703]
2017,[ -7.773741  41.151564]
2018,[ -8.400771  40.964814]
2019,[ -8.537184  40.917726]
2020,[ -8.409357  40.852296]
2021,[ -8.743194  40.435128]
2022,[ -8.366931  41.405562]
2023,[ -8.582139  41.834421]
2024,[ -5.793111  44.119224]
2025,[ -8.206263  41.317362]
2026,[ -8.250777  41.290875]
2027,[ -8.61552   40.666752]
2028,[ -8.294814  41.589252]
2029,[ -7.180272  41.023269]
2030,[ -8.274627  41.259501]
2031,[ -8.295111  41.142132]
2032,[ -8.52192   40.706604]
2033,[ -8.707203  40.760235]
2034,[ -8.150094  41.322213]
2035,[ -7.641162  41.332104]
2036,[ -8.418663  41.129496]
2037,[ -8.19675   41.288688]
2038,[ -8.586909  41.04729 ]
2039,[ -8.286417  41.120388]
2040,[ -8.547318  40.510755]
2041,[ -8.386731  41.247234]
2042,[ -8.332371  41.023764]
2043,[ -8.914545  39.745422]
2044,[ -7.466364  41.735583]
2045,[ -8.561448  40.786308]
2046,[ -8.380395  41.406147]
2047,[ -8.593515  41.523903]
2048,[ -8.775954  41.531103]
2049,[ -8.586612  40.680477]
2050,[ -6.976251  41.547978]
2051,[ -8.603739  40.992174]
2052,[ -8.749242  40.565907]
2053,[ -7.916769  40.650912]
2054,[ -7.338384  41.433138]
2055,[ -8.462331  41.24322 ]
2056,[ -8.096769  41.258646]
2057,[ -8.541504  41.252976]
2058,[ -8.75349   41.516064]
2059,[ -8.673597  41.406606]
2060,[ -8.824059  39.660777]
2061,[ -8.500689  41.112711]
2062,[ -8.626482  40.867803]
2063,[ -8.609823  40.86567 ]
2064,[ -8.738307  41.496372]
2065,[ -8.908209  38.634327]
2066,[ -7.499412  39.833289]
2067,[ -7.819596  41.47065 ]
2068,[ -8.222913  41.275512]
2069,[ -8.929224  39.747816]
2070,[ -8.357427  41.27094 ]
2071,[ -8.368047  41.283882]
2072,[ -8.788761  41.685075]
2073,[ -8.496621  41.575284]
2074,[ -8.493498  40.86729 ]
2075,[ -8.656596  42.04674 ]
2076,[ -8.642952  40.513329]
2077,[ -8.60598   40.868604]
2078,[ -7.763769  40.705614]
2079,[ -8.577621  40.972923]
2080,[ -8.431677  41.420862]
2081,[ -8.532936  40.931388]
2082,[ -8.863101  40.1634  ]
2083,[ -8.37036   41.176188]
2084,[ -8.42337   40.945905]
2085,[ -7.968825  40.555143]
2086,[ -8.587152  40.616046]
2087,[ -9.191205  38.799225]
2088,[ -8.603505  40.965777]
2089,[ -8.856684  41.802471]
2090,[ -8.601768  41.0076  ]
2091,[ -8.552304  41.036589]
2092,[ -8.288982  41.428512]
2093,[ -7.805637  41.051889]
2094,[ -8.742474  41.397597]
2095,[ -8.632152  41.504796]
2096,[ -7.465779  41.764401]
2097,[ -6.800229  41.79627 ]
2098,[ -8.305479  41.16663 ]
2099,[ -8.131059  41.448933]
2100,[ -8.214795  41.313213]
2101,[ -8.320671  41.303178]
2102,[ -8.480988  42.076188]
2103,[ -7.032222  41.694363]
2104,[ -8.455743  41.573988]
2105,[ -8.657235  41.27787 ]
2106,[ -7.058709  41.530077]
2107,[ -8.425044  41.530077]
2108,[ -8.138304  41.495697]
2109,[ -8.439489  41.163444]
2110,[ -7.755561  41.2929  ]
2111,[ -8.024733  41.31315 ]
2112,[ -8.289387  41.368968]
2113,[ -8.490294  41.562009]
2114,[ -8.278038  41.068314]
2115,[ -8.093034  40.739454]
2116,[ -8.556831  41.3856  ]
2117,[ -8.28351   41.372676]
2118,[ -8.478585  40.696434]
2119,[ -8.281782  41.464881]
2120,[ -8.714223  41.443713]
2121,[ -7.242102  40.553217]
2122,[ -9.370278  38.837502]
2123,[ -8.706456  41.654862]
2124,[ -8.635104  41.419773]
2125,[ -8.498115  41.328369]
2126,[ -8.59248  40.65795]
2127,[ -8.316927  40.279833]
2128,[ -8.44911   41.354145]
2129,[ -8.412354  41.366367]
2130,[ -8.473527  39.470256]
2131,[ -8.859483  41.779692]
2132,[ -8.461431  41.045328]
2133,[ -7.354557  40.773069]
2134,[ -8.608761  41.338494]
2135,[ -8.845146  41.705226]
2136,[ -8.41887   40.574691]
2137,[ -8.502813  40.986801]
2138,[ -8.285571  41.263938]
2139,[ -8.491293  40.879134]
2140,[ -8.397468  41.230665]
2141,[ -8.176716  41.677344]
2142,[ -8.504658  40.962213]
2143,[ -8.65395   40.856859]
2144,[ -8.553285  41.288364]
2145,[ -8.804574  41.70051 ]
2146,[ -8.503659  40.927581]
2147,[ -8.690724  39.28662 ]
2148,[ -8.168445  41.707962]
2149,[ -9.19179   39.389418]
2150,[ -8.473365  40.661154]
2151,[ -8.683389  41.302494]
2152,[ -8.62353   41.732712]
2153,[ -8.067951  41.32161 ]
2154,[ -8.526627  41.310036]
2155,[ -8.607465  41.746356]
2156,[ -8.309313  41.637897]
2157,[ -8.306775  41.718267]
2158,[ -8.39961   41.201883]
2159,[ -8.509977  40.970286]
2160,[ -9.166005  38.723427]
2161,[ -8.658585  41.291064]
2162,[ -8.418627  41.312205]
2163,[ -7.857486  41.049585]
2164,[ -8.74386   41.453586]
2165,[ -8.478855  41.453829]
2166,[ -8.234091  41.33241 ]
2167,[ -8.89695  38.53413]
2168,[ -8.662428  41.419494]
2169,[ -8.178075  40.723965]
2170,[ -8.290827  41.247162]
2171,[ -8.72847   41.386752]
2172,[ -8.303544  41.202648]
2173,[ -7.490637  39.818412]
2174,[ -8.536563  41.035761]
2175,[ -8.489079  40.973283]
2176,[ -8.710884  41.276736]
2177,[ -8.335467  41.086566]
2178,[ -8.560395  40.567923]
2179,[ -8.608482  41.071131]
2180,[ -7.957197  41.408874]
2181,[ -7.640316  41.156775]
2182,[ -8.419761  40.944942]
2183,[ -8.203248  41.253858]
2184,[ -8.110764  41.13459 ]
2185,[ -8.357931  41.192847]
2186,[ -8.381241  41.265   ]
2187,[ -8.714466  41.721966]
2188,[ -8.36064   41.387742]
2189,[ -8.701263  41.646933]
2190,[ -8.267688  41.194638]
2191,[ -8.578773  40.854222]
2192,[ -8.357454  41.252931]
2193,[ -8.87454   39.762891]
2194,[ -8.278884  42.056829]
2195,[ -6.774129  41.803983]
2196,[ -8.695422  39.867444]
2197,[ -8.391384  40.937859]
2198,[ -8.544096  40.912218]
2199,[ -8.390853  41.367681]
2200,[ -8.374869  41.436954]
2201,[ -8.586414  40.976982]
2202,[ -7.821468  41.494653]
2203,[ -8.318223  41.429313]
2204,[ -8.41194   41.614398]
2205,[ -8.663976  40.48128 ]
2206,[ -8.432568  40.382163]
2207,[ -8.455581  41.207661]
2208,[ -8.423667  41.15844 ]
2209,[ -8.266464  41.459796]
2210,[ -8.45523   40.412763]
2211,[ -8.72712   41.362191]
2212,[ -8.466462  42.069915]
2213,[ -8.34408   40.731669]
2214,[ -8.499168  42.008787]
2215,[ -8.626203  40.857165]
2216,[ -8.461116  41.456007]
2217,[ -8.432829  40.879359]
2218,[ -8.702622  41.394834]
2219,[ -8.069553  41.15511 ]
2220,[ -8.310672  41.182974]
2221,[ -8.413074  41.531436]
2222,[ -8.554122  40.691376]
2223,[ -8.646732  41.86413 ]
2224,[ -8.711109  41.54688 ]
2225,[ -7.936488  40.361544]
2226,[ -8.262801  41.256864]
2227,[ -8.686782  39.937743]
2228,[ -8.573157  41.442966]
2229,[ -8.538534  41.337927]
2230,[ -8.437473  41.257629]
2231,[ -8.707203  40.38453 ]
2232,[ -8.876196  39.152187]
2233,[ -8.407548  41.400324]
2234,[ -8.661303  42.049962]
2235,[ -7.951599  41.124177]
2236,[ -8.544096  40.65561 ]
2237,[ -7.341417  40.776678]
2238,[ -8.26416   41.045049]
2239,[ -8.568279  40.897161]
2240,[ -8.667693  41.641335]
2241,[ -8.07453  40.66533]
2242,[ -8.687745  41.571819]
2243,[ -8.20557   41.161347]
2244,[ -8.296344  41.42673 ]
2245,[ -8.314533  41.224608]
2246,[ -8.534205  40.508397]
2247,[ -8.413272  40.941468]
2248,[ -8.583021  39.659553]
2249,[ -8.394633  40.193334]
2250,[ -7.993242  41.255325]
2251,[-12.016791  42.751548]
2252,[ -8.116173  41.305293]
2253,[ -8.480475  41.458248]
2254,[ -7.788195  41.211495]
2255,[ -8.664075  41.315922]
2256,[ -7.499979  41.904846]
2257,[ -8.546814  41.025051]
2258,[ -8.684244  40.49478 ]
2259,[ -8.145297  41.322258]
2260,[ -8.467569  40.388913]
2261,[ -8.510418  40.437099]
2262,[ -9.186156  38.80611 ]
2263,[ -8.470467  40.304988]
2264,[ -8.505864  41.343327]
2265,[ -7.239501  40.537125]
2266,[ -8.549208  40.792662]
2267,[ -7.964208  41.105979]
2268,[ -8.339148  41.177124]
2269,[ -8.4357   41.18103]
2270,[ -9.103653  38.808405]
2271,[ -8.480349  41.290479]
2272,[ -7.562817  41.219685]
2273,[ -8.352738  41.107644]
2274,[ -8.584416  41.653728]
2275,[ -8.626293  40.924143]
2276,[ -7.960059  40.626999]
2277,[ -8.579358  40.503555]
2278,[ -6.733647  41.730156]
2279,[ -8.124885  41.094225]
2280,[ -8.538525  41.436009]
2281,[ -8.200917  41.05692 ]
2282,[ -8.036577  41.28543 ]
2283,[ -8.195922  41.604831]
2284,[ -8.625312  40.790295]
2285,[ -7.739523  41.295303]
2286,[ -8.309124  41.426532]
2287,[ -7.500024  40.267251]
2288,[ -8.41734   41.149134]
2289,[ -8.069607  41.094873]
2290,[ -8.147988  41.571144]
2291,[ -8.188299  41.357043]
2292,[ -8.327061  41.395734]
2293,[ -8.099721  41.178105]
2294,[ -8.594307  40.916817]
2295,[ -8.406837  41.433192]
2296,[ -8.459577  40.194576]
2297,[ -8.41284  41.40774]
2298,[ -7.779087  41.118003]
2299,[ -6.793182  41.813802]
2300,[ -8.222328  41.157468]
2301,[ -8.76897   41.603589]
2302,[ -7.721352  40.855788]
2303,[ -8.73882   41.504076]
2304,[ -8.30997   41.334381]
2305,[ -8.778501  41.65497 ]
2306,[ -8.669916  39.950082]
2307,[ -8.495451  41.6547  ]
2308,[ -8.536707  40.941135]
2309,[ -8.971407  39.875661]
2310,[ -8.459163  41.776155]
2311,[ -8.300322  41.183982]
2312,[ -7.438257  41.402718]
2313,[ -8.524764  40.795938]
2314,[ -9.092196  38.57265 ]
2315,[ -8.52642   41.044032]
2316,[ -7.52247   40.284117]
2317,[ -8.311149  41.076207]
2318,[ -8.516016  40.658166]
2319,[ -8.495127  42.046524]
2320,[ -8.428338  41.608494]
2321,[ -9.431901  38.599803]
2322,[ -8.740089  41.409819]
2323,[ -8.620299  40.652001]
2324,[ -7.92234   40.924944]
2325,[ -9.07362   38.875572]
2326,[ -7.168653  41.366502]
2327,[ -8.326872  41.337549]
2328,[ -8.662023  41.973462]
2329,[ -7.730163  41.32296 ]
2330,[ -8.585847  40.654188]
2331,[ -8.46396   41.444424]
2332,[ -8.341677  41.051745]
2333,[ -8.242722  40.706253]
2334,[ -8.581347  40.875561]
2335,[ -8.466957  40.857003]
2336,[ -8.760366  41.668506]
2337,[ -8.490456  41.449824]
2338,[ -8.61228   40.934376]
